blueWins,blueWardsPlaced,blueFirstBlood,blueKills,blueDeaths,blueDragons,blueHeralds,blueTowersDestroyed,blueTotalGold,blueAvgLevel,blueTotalMinionsKilled,blueTotalJungleMinionsKilled,redWins,redWardsPlaced,redFirstBlood,redKills,redDeaths,redDragons,redHeralds,redTowersDestroyed,redTotalGold,redAvgLevel,redTotalMinionsKilled,redTotalJungleMinionsKilled
0,17,0,5,11,1,0,0,14801,6.2,209,42,1,19,1,11,5,0,0,0,18328,7,230,43
0,13,1,9,6,0,0,0,17333,6.8,209,43,1,18,0,6,9,0,0,0,15397,6.4,197,40
0,18,0,4,7,0,0,0,15052,7,194,50,1,17,1,7,4,1,0,0,16781,7,226,48
1,15,1,4,6,0,0,0,15585,6.8,227,46,0,17,0,6,4,0,0,0,16382,7,241,40
0,41,0,3,5,0,0,0,15273,7,214,58,1,20,1,5,3,1,0,0,16037,7,248,56
0,20,1,5,9,0,0,0,15666,6.6,188,48,1,16,0,9,5,1,0,0,18150,7.2,235,56
0,15,0,2,8,0,1,0,14591,6.8,219,60,1,34,1,8,2,1,0,0,16860,7.2,223,42
0,12,0,3,7,0,0,0,14690,6.2,191,44,1,26,1,7,3,0,0,0,16443,7,210,63
0,47,0,7,7,0,0,0,17151,6.8,193,49,1,12,1,7,7,1,1,1,18273,7.2,234,55
0,123,1,6,6,0,0,0,16378,6.8,211,43,1,58,0,6,6,1,1,0,15950,7,216,49
0,21,0,5,7,0,0,0,15661,6.4,208,39,1,13,1,7,5,0,0,0,16606,7,234,36
0,16,1,7,4,0,0,0,16589,7,231,49,1,18,0,4,7,1,0,0,16606,7.2,220,66
0,14,1,3,6,1,1,0,15900,6.8,234,40,1,14,0,6,3,0,0,0,17186,7,214,54
1,14,1,5,9,0,0,0,14927,6.6,196,25,0,17,0,9,5,1,0,0,17541,6.8,214,47
1,15,1,2,3,0,1,1,16875,6.8,247,56,0,18,0,3,2,1,0,0,14644,6.8,190,76
0,18,1,8,2,0,1,0,17847,7,207,60,1,15,0,2,8,0,0,0,14787,6.6,221,60
1,87,1,6,6,0,0,0,16369,7,201,40,0,13,0,6,6,0,0,0,16058,7.2,216,52
1,15,1,4,1,1,1,0,17320,7.4,264,75,0,47,0,1,4,0,0,0,14470,6.8,248,45
1,14,1,9,4,1,0,0,18532,7.4,231,55,0,124,0,4,9,0,0,0,15337,7.2,223,64
0,21,1,8,6,0,0,0,17136,7,202,54,1,18,0,6,8,0,1,0,15773,7,218,56
0,20,0,8,6,0,0,0,17137,7.2,192,44,1,13,1,6,8,1,0,0,16112,6.8,187,56
0,17,1,8,7,0,1,1,19114,7,245,44,1,22,0,7,8,1,0,0,16570,7,209,60
0,33,0,2,10,0,0,0,13555,6,150,48,1,20,1,10,2,1,1,1,19928,7.2,242,56
1,16,1,4,5,0,0,0,14707,6.6,213,36,0,22,0,5,4,1,0,0,16975,7.2,254,62
0,16,1,3,7,0,0,0,16025,7,214,56,1,105,0,7,3,1,0,0,16069,7,220,44
0,16,1,8,7,0,0,0,16776,6.4,196,39,1,16,0,7,8,0,0,0,16419,6.2,186,36
1,16,0,3,3,0,0,0,15379,7,232,48,0,16,1,3,3,1,0,0,15143,6.8,217,52
1,23,1,5,1,1,0,0,17196,7.2,239,64,0,17,0,1,5,0,0,0,14223,6.8,239,48
1,18,1,7,1,1,0,0,17200,7.2,234,60,0,16,0,1,7,0,0,0,14223,6.6,211,72
0,14,0,9,8,0,1,0,17472,7.2,180,50,1,15,1,8,9,1,0,0,17895,7.2,221,54
0,19,1,4,5,0,0,0,15435,6.8,231,38,1,16,0,5,4,0,0,0,16512,7.4,249,75
1,20,1,6,4,1,0,0,16588,7.2,229,62,0,17,0,4,6,0,1,0,14806,6.8,189,44
1,16,1,6,6,0,0,0,16784,7,228,40,0,16,0,6,6,0,0,0,15843,6.8,176,55
1,43,0,9,8,1,0,0,16982,7,191,44,0,15,1,8,9,0,0,0,18328,7.4,212,76
1,17,1,9,13,0,0,0,17635,6.6,175,42,0,12,0,13,9,1,0,0,19065,7.2,219,53
0,10,0,5,8,0,0,0,15913,6.8,225,46,1,16,1,8,5,1,0,0,17004,7.2,208,66
0,18,0,4,7,1,0,0,14487,6.4,170,52,1,14,1,7,4,0,0,0,16575,7.4,217,40
0,17,1,2,3,0,0,0,15643,6.8,233,72,1,18,0,3,2,0,0,1,16688,7.2,229,52
1,19,0,5,5,0,0,0,16853,7.2,233,48,0,33,1,5,5,0,0,0,16640,7,249,57
1,15,1,12,2,0,1,0,18242,7,195,58,0,18,0,2,12,0,0,0,13758,6.2,199,32
1,24,1,7,7,0,0,0,16866,6.8,194,54,0,16,0,7,7,0,1,1,18409,7,207,48
0,13,0,2,5,0,0,0,14673,7.2,232,44,1,10,1,5,2,1,0,0,17272,7,271,60
1,73,1,4,5,0,0,0,15463,6.8,215,45,0,14,0,5,4,1,0,0,15801,7.2,217,58
1,57,0,6,9,1,0,0,15824,6.6,210,41,0,19,1,9,6,0,1,0,17871,6.8,205,64
1,37,0,8,5,0,0,0,17129,6.8,227,32,0,15,1,5,8,0,0,0,15937,6.8,225,48
1,19,0,6,3,0,0,0,16335,6.8,236,33,0,87,1,3,6,1,0,0,15168,6.8,206,52
0,10,0,6,4,0,0,0,17099,7,208,74,1,12,1,4,6,1,0,0,15520,6.8,228,43
1,88,1,10,2,1,0,0,19077,7.6,234,52,0,15,0,2,10,0,0,0,13806,6.6,191,48
1,12,0,1,7,0,0,0,14983,6.8,271,60,0,12,1,7,1,1,0,0,16590,7,212,54
1,19,0,9,6,0,0,0,17368,6.8,219,40,0,15,1,6,9,0,0,0,17088,7.2,227,59
0,12,0,3,8,0,0,0,15286,6.8,225,47,1,43,1,8,3,1,1,0,18097,7.6,247,68
0,12,0,5,8,0,0,0,16317,7,209,56,1,14,1,8,5,0,0,0,17342,7.2,245,56
1,14,0,5,4,1,1,0,16364,7.4,245,60,0,13,1,4,5,0,0,0,15955,6.8,229,60
0,41,1,3,3,1,0,0,14623,6.6,173,47,1,55,0,3,3,0,0,0,15040,6.8,207,46
1,84,1,10,5,0,0,1,19938,7,222,44,0,14,0,5,10,1,0,0,15404,6.6,214,52
0,15,0,5,8,0,0,0,16221,7,216,64,1,39,1,8,5,1,1,0,17658,7.2,227,68
1,13,1,7,12,1,0,0,16544,6.8,194,56,0,16,0,12,7,0,0,0,19555,7,222,36
1,17,0,8,7,0,0,0,17908,7.2,229,54,0,12,1,7,8,1,0,0,17255,7.2,247,46
0,17,0,2,2,0,0,0,15831,7.4,271,64,1,12,1,2,2,1,0,0,14697,7,238,61
1,16,1,9,7,0,0,0,17668,7.2,230,55,0,11,0,7,9,0,0,0,16644,7.2,226,48
0,18,0,5,7,0,0,0,15470,6.8,217,40,1,51,1,7,5,0,0,0,17178,7.2,207,44
1,16,0,6,6,0,0,0,16448,6.8,207,59,0,18,1,6,6,0,0,0,16006,6.8,221,52
1,25,0,5,7,0,0,0,14877,7,205,44,0,15,1,7,5,0,0,0,16427,7,211,55
1,45,1,13,1,0,0,0,18917,7.6,226,48,0,84,0,1,13,0,0,0,14306,6.6,213,48
0,10,1,6,9,0,0,0,16356,6.4,202,47,1,18,0,9,6,1,1,0,19221,7.4,223,59
0,17,0,3,7,0,0,0,14676,6.6,170,59,1,18,1,7,3,1,0,0,16239,6.8,201,52
0,14,1,2,12,0,0,0,13126,6,175,46,1,12,0,12,2,1,0,0,17520,7,195,44
1,16,0,10,6,0,0,0,17769,7.2,207,44,0,14,1,6,10,1,0,0,16352,7,215,58
0,37,0,6,8,0,0,0,16051,6.8,199,58,1,18,1,8,6,1,0,0,16536,6.8,199,44
0,86,1,6,3,0,1,0,17395,7.2,252,56,1,22,0,3,6,1,0,0,15161,7,226,56
1,15,1,8,4,1,0,0,16819,6.8,199,58,0,24,0,4,8,0,0,0,14923,6.6,216,41
0,18,0,5,6,1,1,0,16315,6.8,236,56,1,17,1,6,5,0,0,0,16116,6.6,227,34
1,17,1,7,6,1,0,0,16846,6.8,246,39,0,12,0,6,7,0,1,2,18551,7.2,240,59
0,16,1,2,5,0,1,1,15951,7,236,42,1,17,0,5,2,0,0,0,16626,7.2,234,60
1,14,0,7,3,1,0,0,16858,7,228,40,0,22,1,3,7,0,0,0,15698,6.6,244,58
1,18,1,10,9,0,0,0,17335,6.6,176,48,0,16,0,9,10,1,0,0,16048,6.6,198,40
0,14,1,7,7,0,0,0,16781,6.8,194,52,1,27,0,7,7,0,0,1,18844,7,232,52
1,28,0,8,4,0,0,0,17225,6.8,222,57,0,42,1,4,8,0,0,0,14666,6.2,209,36
1,18,0,6,4,0,0,0,16948,7,252,60,0,14,1,4,6,1,0,0,14602,6.4,211,51
0,18,0,7,7,1,0,0,16056,6.6,188,40,1,15,1,7,7,0,1,0,17207,7,235,49
1,37,0,5,9,0,0,0,15440,6.4,180,43,0,17,1,9,5,0,0,0,17169,6.4,185,44
0,19,1,8,6,1,0,0,16058,6.4,178,40,1,18,0,6,8,0,0,0,17499,6.8,240,60
1,17,1,5,4,1,0,0,16315,7,256,44,0,14,0,4,5,0,0,0,15552,6.8,218,52
1,56,1,9,4,1,0,0,17326,6.8,188,58,0,18,0,4,9,0,0,0,16117,6.8,231,33
0,82,0,5,3,0,0,0,16851,7,225,65,1,43,1,3,5,1,0,0,15145,7,219,54
1,13,1,6,2,0,0,0,16853,6.8,234,44,0,106,0,2,6,0,0,0,14756,6.6,228,50
1,15,1,9,3,1,0,0,17556,7.4,211,52,0,34,0,3,9,0,0,0,15355,7,227,49
0,14,1,11,12,0,0,0,17840,7,175,51,1,28,0,12,11,1,1,1,20265,7.4,197,58
0,18,1,10,6,0,0,0,18725,7.4,243,59,1,16,0,6,10,0,0,0,16349,7.2,215,52
1,17,1,5,6,0,0,0,16781,6.8,222,48,0,17,0,6,5,1,0,0,16102,6.6,192,57
0,16,0,5,12,1,0,0,15376,6.6,206,41,1,66,1,12,5,0,0,0,20240,7.6,247,48
0,17,0,2,6,0,0,0,14193,7,218,43,1,14,1,6,2,0,0,0,17309,7.4,247,71
1,16,0,7,9,0,0,0,16862,6.8,206,44,0,15,1,9,7,1,1,0,17404,7.2,222,41
1,21,1,4,3,1,1,0,17003,6.8,239,64,0,22,0,3,4,0,0,0,15369,7,261,29
0,15,0,4,6,0,0,0,15506,6.8,231,50,1,12,1,6,4,1,0,0,16178,7.2,214,49
0,19,0,10,10,0,0,0,18724,6.8,221,33,1,40,1,10,10,1,1,0,18102,7,220,47
1,24,1,4,3,0,1,0,16422,6.8,242,54,0,16,0,3,4,1,0,0,14851,7,211,56
1,16,1,13,5,0,1,0,18337,7.2,194,43,0,16,0,5,13,0,0,0,15126,6.4,182,32
1,36,1,6,10,1,0,0,15385,6.6,210,48,0,17,0,10,6,0,0,0,18519,7,232,47
0,18,0,6,5,0,0,0,15566,6.8,211,52,1,12,1,5,6,1,0,0,17517,7.2,233,68
1,17,1,8,4,0,0,0,18326,7.2,239,51,0,19,0,4,8,0,1,0,14809,6.6,203,24
0,15,0,6,6,0,0,0,16299,6.8,226,42,1,13,1,6,6,1,0,0,16219,7.2,210,48
0,13,0,1,3,0,0,0,13991,6.8,221,59,1,12,1,3,1,1,0,0,15371,7,224,52
1,15,0,3,4,0,0,0,14205,6.6,203,40,0,18,1,4,3,1,0,0,15320,6.6,192,52
0,15,1,6,2,0,0,0,17955,7.2,270,43,1,17,0,2,6,1,0,0,14768,6.8,230,64
1,52,1,13,5,0,0,1,20862,7,232,39,0,15,0,5,13,0,0,0,14439,6.2,148,45
0,14,0,0,6,0,0,0,14197,6.8,255,54,1,60,1,6,0,0,0,0,16510,7.2,231,64
0,25,1,5,3,0,1,0,16788,7.2,264,59,1,39,0,3,5,1,0,0,15442,7.2,242,56
1,35,0,3,6,1,0,0,14798,6.8,179,54,0,14,1,6,3,0,0,0,17200,6.8,227,52
0,15,0,3,7,0,0,0,15598,6.8,220,69,1,25,1,7,3,1,0,0,16891,7,237,42
1,17,0,5,2,0,0,0,16655,7.2,238,59,0,12,1,2,5,1,0,0,14566,6.8,224,57
0,15,0,8,4,1,0,0,16804,7.2,206,60,1,10,1,4,8,0,0,0,14514,6.6,180,40
1,15,1,6,7,1,1,0,15977,6.8,198,60,0,18,0,7,6,0,0,0,17374,7.2,230,62
0,16,0,4,3,1,0,0,15654,7.2,233,46,1,10,1,3,4,0,1,0,16014,7,254,64
1,20,1,10,2,1,0,0,19035,7.4,239,60,0,33,0,2,10,0,0,0,13570,6.4,190,32
0,14,0,4,2,0,1,0,16247,7.4,226,72,1,16,1,2,4,1,0,0,15215,7,243,68
0,14,1,8,5,0,0,0,18074,7.4,235,54,1,15,0,5,8,0,0,0,16187,7,220,64
1,14,1,8,2,0,1,0,17274,7,233,39,0,12,0,2,8,0,0,0,13634,6.4,202,44
1,16,0,10,7,0,0,0,17839,7,201,48,0,39,1,7,10,1,0,0,16387,7.2,198,56
1,14,1,6,6,0,0,0,16700,7,218,40,0,14,0,6,6,1,0,0,14894,6.6,203,39
1,15,0,6,5,0,0,0,15852,6.8,192,43,0,17,1,5,6,1,0,0,15786,6.8,232,48
1,17,1,4,4,0,0,0,15296,6.6,221,40,0,14,0,4,4,1,0,0,15408,6.8,222,50
1,18,1,1,1,1,0,0,14426,6.8,219,52,0,18,0,1,1,0,0,0,14749,6.6,243,44
1,20,1,4,4,0,0,0,15856,7,248,66,0,17,0,4,4,1,0,0,15938,7,254,51
1,16,1,11,6,0,0,0,17895,6.8,191,38,0,16,0,6,11,1,0,0,15807,6.6,202,41
0,16,1,6,9,0,0,0,15728,6.6,208,44,1,16,0,9,6,0,0,0,18429,7.2,208,56
1,17,1,5,5,0,0,1,17333,6.8,232,39,0,18,0,5,5,0,1,0,16552,7.2,234,52
0,38,1,8,7,0,0,0,16404,6.8,197,54,1,106,0,7,8,1,0,0,16121,6.6,216,36
1,15,0,6,6,1,0,0,15738,7,206,52,0,18,1,6,6,0,1,0,16098,7,230,60
0,15,0,0,4,0,0,0,13580,6.4,207,48,1,37,1,4,0,1,1,0,17859,7.6,266,82
0,14,0,6,7,1,0,0,16773,6.8,237,48,1,20,1,7,6,0,0,0,16653,7.2,224,48
0,15,0,4,8,0,0,0,14993,6.6,215,33,1,14,1,8,4,1,0,0,16838,7,229,52
0,18,1,2,3,0,0,0,15219,6.8,241,48,1,19,0,3,2,1,0,0,15782,7,225,68
0,17,0,6,8,0,0,0,16046,6.6,203,48,1,15,1,8,6,0,0,0,17158,7,220,56
0,16,0,6,8,1,0,0,15683,7,186,54,1,12,1,8,6,0,1,0,17589,7,240,45
0,11,0,5,9,1,0,0,16408,6.8,199,69,1,35,1,9,5,0,0,0,18925,7.2,248,44
0,16,0,3,7,0,1,0,15104,6.8,228,38,1,16,1,7,3,1,0,0,17935,7.4,242,66
0,16,1,6,5,0,1,0,16113,6.8,180,41,1,18,0,5,6,0,0,1,17176,6.8,240,41
1,15,0,11,7,0,0,0,18894,6.8,219,35,0,13,1,7,11,1,1,0,17321,7,220,76
0,24,0,7,9,0,0,0,16652,6.8,212,59,1,13,1,9,7,0,0,0,17079,7,226,32
0,18,0,4,10,0,0,0,15409,6.8,218,40,1,14,1,10,4,0,0,0,17570,6.6,187,48
1,14,0,8,4,0,0,0,16733,7.4,193,57,0,17,1,4,8,1,0,0,16254,7,233,67
1,23,1,12,5,0,0,0,17307,6.4,189,26,0,14,0,5,12,0,0,0,14070,6.2,158,33
1,18,0,5,4,1,0,0,15283,7,223,48,0,16,1,4,5,0,0,0,15053,6.8,212,52
0,14,0,3,7,0,0,0,14428,6.6,215,52,1,62,1,7,3,1,0,0,15645,6.8,216,32
1,13,1,7,6,1,0,0,16679,7,193,47,0,12,0,6,7,0,0,0,16406,6.8,215,48
0,46,0,4,10,0,0,0,15400,6.6,188,45,1,51,1,10,4,1,0,0,17952,6.8,212,50
0,17,0,7,7,0,0,0,16230,6.8,216,40,1,14,1,7,7,0,0,0,16234,7,177,63
0,15,0,4,7,1,0,0,16028,7.4,249,56,1,13,1,7,4,0,0,0,18891,7.4,242,52
1,13,1,4,4,0,0,0,15731,7.2,250,47,0,41,0,4,4,0,0,0,15816,7.2,229,75
0,12,0,4,10,0,0,0,14816,6.6,218,46,1,15,1,10,4,1,1,1,19306,7.4,247,56
1,36,0,4,6,0,1,0,15862,7.2,229,60,0,17,1,6,4,1,0,0,16850,7,232,56
1,15,0,1,4,1,1,0,14140,6.6,241,48,0,57,1,4,1,0,0,0,15621,7,228,52
1,83,0,6,4,1,1,0,16699,7,242,55,0,19,1,4,6,0,0,0,15590,6.8,237,41
0,17,0,2,9,0,0,0,13405,6.4,182,43,1,19,1,9,2,1,0,0,18797,6.8,231,54
1,24,0,8,10,0,0,0,17538,7,224,41,0,16,1,10,8,1,0,0,17300,6.8,191,46
0,14,1,15,3,0,0,0,19038,7.2,261,32,1,17,0,3,15,0,0,0,14097,6.2,190,48
0,33,0,9,12,0,0,0,18082,7.2,209,54,1,52,1,12,9,1,1,0,18058,7,200,44
0,17,0,1,5,1,0,0,14004,6.4,217,39,1,10,1,5,1,0,0,0,15117,7,212,32
1,35,0,4,4,0,0,0,16349,7.2,253,62,0,13,1,4,4,1,0,0,15595,7.2,243,55
0,14,0,2,7,0,0,0,15373,7.2,252,68,1,81,1,7,2,1,1,0,17315,7.2,226,52
1,16,1,7,7,1,1,0,16559,7.2,235,43,0,13,0,7,7,0,0,0,16726,7,237,48
1,15,1,5,2,1,0,0,16513,6.8,203,48,0,18,0,2,5,0,0,0,12976,6.4,186,36
1,36,1,10,3,0,1,0,19886,7.4,240,67,0,15,0,3,10,0,0,0,14537,6.6,189,44
1,16,1,6,2,1,1,0,17167,7,247,67,0,19,0,2,6,0,0,0,14374,6.6,225,52
1,52,1,5,1,1,0,0,16809,7.2,241,55,0,16,0,1,5,0,0,0,14617,6.8,246,59
0,16,0,10,13,0,0,0,18178,6.8,200,35,1,17,1,13,10,1,0,0,18464,6.8,171,40
0,14,0,3,10,0,0,0,14742,6.6,215,52,1,21,1,10,3,1,0,0,18282,7.2,227,44
1,13,0,4,5,0,0,0,15126,6.8,207,38,0,11,1,5,4,0,0,0,15694,6.8,231,53
0,13,0,5,9,0,0,0,15449,6.6,195,56,1,17,1,9,5,1,0,0,18424,7.2,258,48
0,18,1,4,12,0,0,0,15233,6.6,208,39,1,13,0,12,4,0,0,0,18417,7,218,44
0,15,0,2,6,0,0,0,14602,6.8,208,54,1,13,1,6,2,1,0,0,16787,7.2,232,76
1,23,0,3,4,0,0,0,15390,7,245,51,0,17,1,4,3,0,0,0,15777,7,239,55
1,21,1,5,5,0,0,0,16766,7,231,47,0,19,0,5,5,1,0,0,15223,6.8,208,52
1,19,0,6,10,0,0,0,16093,6.4,181,34,0,11,1,10,6,0,1,0,18001,7,220,60
1,18,1,3,4,1,0,0,15575,6.6,220,48,0,18,0,4,3,0,0,0,14838,6.6,201,43
1,15,1,7,5,0,0,0,16953,6.8,199,65,0,14,0,5,7,1,0,0,15880,7,210,64
0,19,0,6,5,1,0,0,15529,7,204,39,1,13,1,5,6,0,1,0,15942,7,237,48
1,21,1,6,2,0,1,0,16836,7.2,242,60,0,41,0,2,6,1,0,0,14267,6.8,228,45
0,17,1,3,9,0,0,0,13820,5.8,158,45,1,90,0,9,3,1,0,0,17816,6.6,190,48
1,16,1,12,6,1,0,0,19321,7,226,42,0,15,0,6,12,0,0,0,16747,7,228,56
0,19,1,3,5,0,0,0,15834,6.8,228,56,1,145,0,5,3,1,0,0,16025,7.2,208,52
1,18,0,7,7,1,0,0,16585,6.8,191,42,0,17,1,7,7,0,0,0,17121,6.8,234,52
0,15,0,5,8,1,0,0,15483,6.8,174,54,1,25,1,8,5,0,0,0,16912,6.8,225,40
1,17,1,6,2,0,1,0,17834,7.2,276,44,0,10,0,2,6,1,0,0,14037,6.8,202,48
1,18,1,5,2,1,0,0,16858,7.2,251,39,0,43,0,2,5,0,0,0,14451,6.6,221,44
1,17,0,17,9,0,0,0,20619,7.4,205,43,0,17,1,9,17,1,0,0,17791,6.8,198,38
1,19,0,9,5,1,0,0,18449,7.2,257,45,0,62,1,5,9,0,0,0,16115,6.8,231,48
1,20,0,7,3,0,0,0,17354,7.4,224,63,0,10,1,3,7,0,0,0,15053,6.6,240,44
0,13,1,7,6,0,0,0,16097,6.6,214,42,1,17,0,6,7,1,0,0,15244,6.4,182,46
1,16,0,6,6,0,0,0,16138,6.8,211,31,0,11,1,6,6,0,1,0,16381,6.6,188,52
1,11,1,8,2,1,0,0,17794,7,220,56,0,12,0,2,8,0,0,0,13001,5.8,217,12
1,38,1,11,6,1,0,0,19218,7,197,56,0,16,0,6,11,0,0,0,15970,6.8,205,48
1,52,0,10,4,1,0,0,18501,7.6,230,64,0,12,1,4,10,0,0,0,15594,7,215,55
0,12,0,4,6,0,0,0,15922,7.2,248,64,1,36,1,6,4,0,0,0,17376,7.2,207,68
1,12,1,6,7,0,0,0,16119,6.6,203,51,0,25,0,7,6,1,0,0,15827,6.6,206,36
0,17,1,3,11,1,0,0,14625,6.6,200,48,1,19,0,11,3,0,0,0,17603,7.4,190,44
0,20,0,7,8,1,0,0,16685,6.8,193,40,1,29,1,8,7,0,1,0,17020,6.8,228,47
0,14,0,2,8,0,1,0,13895,6.6,210,44,1,17,1,8,2,1,0,0,16789,7,208,55
1,28,0,14,6,0,0,0,19890,6.8,174,46,0,16,1,6,14,1,0,0,15489,6.2,204,36
0,15,1,6,10,0,0,0,15164,6.4,190,41,1,32,0,10,6,0,1,0,19219,7.2,236,58
0,13,1,10,4,0,0,0,17498,7.4,224,45,1,10,0,4,10,0,0,0,15414,6.4,228,36
1,35,1,13,5,0,0,0,19452,7.6,212,59,0,14,0,5,13,1,1,0,16859,6.8,213,64
0,13,0,9,5,1,0,0,17322,7,255,44,1,13,1,5,9,0,0,0,15950,6.6,213,52
1,18,1,8,3,1,0,0,17243,6.8,231,52,0,15,0,3,8,0,0,0,14440,6.6,186,57
0,17,0,8,10,0,1,0,18020,7.2,214,63,1,86,1,10,8,0,0,0,18553,7,198,52
0,55,0,6,7,1,1,0,16289,6.8,208,56,1,14,1,7,6,0,0,0,17252,7,230,56
1,34,1,9,4,1,1,0,18303,7.2,263,58,0,16,0,4,9,0,0,0,15661,7,231,49
0,15,1,4,10,0,0,0,15728,6.8,212,56,1,33,0,10,4,0,0,0,17343,7,205,44
1,13,1,6,3,0,0,0,16097,7,226,51,0,13,0,3,6,1,1,0,14885,6.6,216,50
0,18,0,2,5,1,1,0,14414,6.4,215,64,1,13,1,5,2,0,0,0,16777,7.2,233,64
1,14,1,9,8,1,0,0,15852,6.8,194,35,0,16,0,8,9,0,1,0,17770,7.2,213,66
1,17,1,4,3,0,0,0,15202,6.8,215,53,0,49,0,3,4,0,1,0,15057,6.8,247,60
1,16,1,2,3,0,0,0,15572,7.2,242,83,0,17,0,3,2,1,0,0,14670,6.8,231,47
0,11,1,8,8,0,0,0,16488,7,208,41,1,15,0,8,8,1,0,0,17358,7.2,241,48
0,13,0,5,12,1,0,0,14353,6.2,168,48,1,11,1,12,5,0,0,0,18903,7.2,216,39
1,13,0,13,3,0,1,0,19133,7.4,223,40,0,14,1,3,13,1,0,0,14895,6.6,168,80
0,42,0,3,5,0,0,0,15314,7,233,52,1,18,1,5,3,0,0,0,16973,7.4,253,60
0,37,0,10,6,0,0,0,17690,7.2,192,45,1,16,1,6,10,0,0,0,16313,6.6,194,42
1,156,1,10,6,1,1,1,20183,7.6,216,73,0,14,0,6,10,0,0,0,16520,6.8,192,47
1,18,1,9,5,0,1,0,18408,7.2,225,56,0,14,0,5,9,0,0,0,15439,6.6,210,60
0,12,0,6,12,0,0,0,15595,6.4,159,48,1,17,1,12,6,0,0,0,19277,7.6,240,54
1,15,1,8,9,0,0,0,17119,7,209,36,0,13,0,9,8,0,0,0,18481,7.4,235,55
0,30,1,9,9,0,0,0,17658,7,214,47,1,16,0,9,9,0,1,0,17550,7,235,36
1,15,1,14,4,0,0,0,19600,7.4,218,56,0,12,0,4,14,0,0,0,14256,6.8,194,47
0,14,0,7,14,0,0,0,16336,6.8,190,40,1,17,1,14,7,1,0,0,20244,7.2,208,66
1,18,1,7,2,1,0,0,16860,6.8,226,49,0,22,0,2,7,0,0,0,13876,6.6,216,40
1,16,1,3,4,1,1,0,14501,6.6,201,46,0,15,0,4,3,0,0,0,14751,6.4,212,39
0,13,0,7,7,0,0,0,17148,7,226,52,1,15,1,7,7,1,1,0,16064,6.4,207,40
1,17,1,10,6,0,0,0,18559,7,223,61,0,16,0,6,10,1,0,0,15953,6.8,203,60
0,14,0,3,5,0,1,1,16250,6.6,215,48,1,13,1,5,3,1,0,0,16096,6.8,230,51
1,16,1,4,3,1,0,0,15791,7,224,56,0,16,0,3,4,0,0,0,14831,7,223,49
0,14,0,5,12,0,0,0,15634,6.6,222,40,1,50,1,12,5,0,1,0,18828,7.2,205,52
1,14,1,3,2,0,0,0,15148,6.6,215,48,0,19,0,2,3,0,0,0,15192,7,246,51
1,13,1,10,8,1,1,0,17893,7,206,56,0,13,0,8,10,0,0,0,16712,7,182,47
1,13,1,7,8,1,0,0,16200,6.6,202,42,0,13,0,8,7,0,1,0,17127,7.2,207,57
0,11,0,2,7,0,0,0,13371,6.4,224,0,1,12,1,7,2,1,0,0,16541,6.8,226,40
0,14,0,6,7,0,0,0,15903,7,205,53,1,14,1,7,6,1,0,0,16526,7,205,48
1,81,0,5,6,0,0,0,15719,6.8,202,39,0,16,1,6,5,0,0,0,16840,7,236,48
0,13,0,2,9,0,0,0,13267,6.2,185,40,1,14,1,9,2,1,0,0,18559,7.2,237,64
1,15,1,4,1,1,1,0,16305,7.2,253,64,0,15,0,1,4,0,0,0,14512,7.2,204,76
1,12,1,8,2,0,0,0,18269,7.6,258,49,0,15,0,2,8,0,0,0,14880,6.4,239,50
0,15,0,4,11,0,0,0,14956,6.4,216,49,1,17,1,11,4,0,0,0,18488,7.2,217,56
1,13,0,3,7,0,1,1,16180,6.8,229,45,0,12,1,7,3,1,0,0,17161,6.8,230,48
0,16,1,8,6,0,0,0,16808,6.8,200,44,1,16,0,6,8,0,0,0,16192,6.6,198,48
0,21,1,10,5,0,1,0,17971,7.2,231,44,1,12,0,5,10,1,0,0,14825,7,181,47
1,15,1,6,2,1,1,0,16998,7.2,236,56,0,14,0,2,6,0,0,0,14379,7,217,52
0,14,0,5,14,1,1,0,15015,6.6,167,54,1,16,1,14,5,0,0,0,20080,7.4,224,52
1,15,1,4,4,0,0,0,14881,7,209,45,0,164,0,4,4,0,0,0,15737,7,236,55
1,17,1,4,3,1,0,0,15730,7,241,52,0,16,0,3,4,0,0,0,14991,7,239,59
1,15,1,16,5,1,0,0,19098,7,203,37,0,11,0,5,16,0,0,0,16651,7,207,63
1,16,0,5,3,0,0,0,16169,7.2,235,60,0,14,1,3,5,0,0,0,15608,7,235,59
0,17,0,9,10,1,0,0,16954,6.8,197,49,1,19,1,10,9,0,0,0,18027,6.6,176,51
0,18,0,5,4,0,0,0,15984,7.2,203,54,1,15,1,4,5,0,0,0,15791,6.8,222,50
1,52,1,8,7,0,0,0,18078,7,261,48,0,37,0,7,8,1,0,0,16874,6.8,204,52
1,13,1,9,5,1,0,0,16329,6.4,206,36,0,18,0,5,9,0,0,0,15381,6.8,173,52
0,17,1,9,10,0,0,0,17193,7,224,40,1,16,0,10,9,0,0,0,18220,7.6,236,56
1,20,1,11,6,1,0,0,18401,7,201,51,0,16,0,6,11,0,0,0,16558,6.8,212,36
0,17,1,2,10,0,0,0,14704,7,227,60,1,11,0,10,2,1,0,0,18221,7.6,235,56
0,14,0,5,8,0,0,0,16367,7.2,254,48,1,42,1,8,5,1,0,0,17571,7,218,56
